觀測時間(hour),氣溫(℃),露點溫度(℃),相對溼度(%),AH(g/m³)
2020-12-14-11,23.1,17.1,69,14.285
2020-12-14-12,23.4,16.4,65,13.65
2020-12-14-13,24.2,16.5,62,13.7
2020-12-14-14,23.9,16.0,61,13.284
2020-12-14-15,24.1,16.2,61,13.445
2020-12-14-16,23.0,16.1,65,13.409
2020-12-14-17,21.8,16.3,71,13.637
2020-12-14-18,20.5,16.4,77,13.785
2020-12-14-19,19.9,16.3,80,13.725
2020-12-14-20,19.0,15.7,81,13.25
2020-12-14-21,18.3,15.2,82,12.863
2020-12-14-22,17.8,14.9,83,12.638
2020-12-14-23,17.4,14.8,85,12.574
2020-12-14-24,17.1,14.4,84,12.266
2020-12-15-01,16.9,14.4,85,12.275
2020-12-15-02,16.6,14.3,86,12.208
2020-12-15-03,16.6,14.2,86,12.13
2020-12-15-04,16.5,14.1,86,12.055
2020-12-15-05,16.5,13.7,84,11.746
2020-12-15-06,16.7,13.9,84,11.892
2020-12-15-07,16.7,13.8,83,11.815
2020-12-15-08,17.1,13.6,80,11.646
2020-12-15-09,18.2,13.3,73,11.377
2020-12-15-10,19.6,13.3,67,11.323
2020-12-15-11,21.3,13.8,62,11.63
2020-12-15-12,22.3,13.3,57,11.22
2020-12-15-13,23.3,13.8,55,11.552
2020-12-15-14,23.4,14.6,58,12.162
2020-12-15-15,23.0,14.3,58,11.945
2020-12-15-16,22.5,14.9,62,12.437
2020-12-15-17,21.1,14.9,68,12.497
2020-12-15-18,20.0,14.6,71,12.303
2020-12-15-19,19.1,14.3,74,12.104
2020-12-15-20,18.3,14.4,78,12.216
2020-12-15-21,18.2,14.3,78,12.141
2020-12-15-22,18.0,14.3,79,12.15
2020-12-15-23,17.8,14.1,79,12.002
2020-12-15-24,17.4,14.1,81,12.018
2020-12-16-01,17.2,14.2,83,12.104
2020-12-16-02,17.4,14.1,81,12.018
2020-12-16-03,17.4,14.3,82,12.175
2020-12-16-04,16.9,14.2,84,12.117
2020-12-16-05,16.8,14.3,85,12.2
2020-12-16-06,17.2,14.3,83,12.183
2020-12-16-07,17.9,14.6,81,12.392
2020-12-16-08,17.8,14.1,79,12.002
2020-12-16-09,18.2,14.1,77,11.985
2020-12-16-10,19.1,14.2,73,12.026
2020-12-16-11,19.8,13.9,69,11.766
2020-12-16-12,21.5,13.8,62,11.622
2020-12-16-13,22.1,13.7,59,11.524
2020-12-16-14,23.4,14.2,56,11.851
2020-12-16-15,23.3,14.3,57,11.932
2020-12-16-16,22.9,14.7,60,12.261
2020-12-16-17,21.3,15.2,68,12.731
2020-12-16-18,20.3,15.5,74,13.023
2020-12-16-19,19.4,14.9,75,12.569
2020-12-16-20,18.9,14.9,78,12.591
2020-12-16-21,18.3,14.4,78,12.216
2020-12-16-22,18.0,13.9,77,11.839
2020-12-16-23,18.2,14.1,77,11.985
2020-12-16-24,17.8,13.9,78,11.847
2020-12-17-01,17.2,13.9,81,11.871
2020-12-17-02,17.1,14.0,82,11.953
2020-12-17-03,17.1,14.0,82,11.953
2020-12-17-04,17.1,14.2,83,12.109
2020-12-17-05,16.7,14.0,84,11.969
2020-12-17-06,16.5,14.2,86,12.134
2020-12-17-07,16.5,13.8,84,11.823
2020-12-17-08,17.1,13.2,78,11.346
2020-12-17-09,18.8,13.2,70,11.28
2020-12-17-10,20.5,13.5,64,11.436
2020-12-17-11,21.9,13.9,60,11.682
2020-12-17-12,23.1,13.8,56,11.56
2020-12-17-13,23.7,14.1,55,11.763
2020-12-17-14,24.5,14.6,54,12.117
2020-12-17-15,23.2,14.8,59,12.328
2020-12-17-16,22.2,15.0,64,12.53
2020-12-17-17,21.0,15.8,72,13.244
2020-12-17-18,20.3,15.7,75,13.191
2020-12-17-19,19.7,15.5,77,13.05
2020-12-17-20,19.0,15.3,79,12.914
2020-12-17-21,18.6,15.7,83,13.268
2020-12-17-22,18.3,16.1,87,13.626
2020-12-17-23,18.1,16.0,88,13.548
2020-12-17-24,18.0,16.0,88,13.553
2020-12-18-01,18.1,16.0,88,13.548
2020-12-18-02,17.9,15.6,86,13.215
2020-12-18-03,18.2,15.6,85,13.201
2020-12-18-04,18.0,15.1,83,12.793
2020-12-18-05,18.1,15.1,83,12.789
2020-12-18-06,17.7,15.5,87,13.14
2020-12-18-07,17.9,15.5,86,13.131
2020-12-18-08,18.7,15.8,83,13.349
2020-12-18-09,19.3,15.8,80,13.321
2020-12-18-10,21.5,15.6,69,13.054
2020-12-18-11,22.1,16.8,72,14.063
2020-12-18-12,23.1,16.9,68,14.105
2020-12-18-13,24.6,16.9,62,14.034
2020-12-18-14,24.1,17.2,65,14.327
2020-12-18-15,23.7,17.0,66,14.166
2020-12-18-16,22.8,17.0,70,14.209
2020-12-18-17,20.5,16.9,80,14.23
2020-12-18-18,19.7,17.1,85,14.45
2020-12-18-19,20.0,17.4,85,14.712
2020-12-18-20,19.8,17.4,86,14.722
2020-12-18-21,19.8,17.2,85,14.537
2020-12-18-22,19.8,17.2,85,14.537
2020-12-18-23,19.7,17.3,86,14.634
2020-12-18-24,19.8,17.3,86,14.629
2020-12-19-01,19.7,17.3,86,14.634
2020-12-19-02,19.6,17.4,87,14.732
2020-12-19-03,19.3,17.1,87,14.47
2020-12-19-04,19.4,17.0,86,14.374
2020-12-19-05,19.3,16.7,85,14.108
2020-12-19-06,19.0,16.4,85,13.855
2020-12-19-07,18.7,16.1,85,13.607
2020-12-19-08,18.7,15.3,81,12.928
2020-12-19-09,18.2,14.7,80,12.459
2020-12-19-10,19.0,14.5,75,12.266
2020-12-19-11,20.0,14.6,71,12.303
2020-12-19-12,20.3,14.2,68,11.977
2020-12-19-13,21.3,14.5,65,12.17
2020-12-19-14,22.4,14.4,61,12.046
2020-12-19-15,22.1,14.2,61,11.904
2020-12-19-16,20.5,13.9,66,11.738
2020-12-19-17,19.3,14.1,72,11.94
2020-12-19-18,18.4,14.2,77,12.055
2020-12-19-19,17.7,13.6,77,11.622
2020-12-19-20,17.2,13.4,78,11.491
2020-12-19-21,16.9,13.5,80,11.578
2020-12-19-22,16.6,13.6,82,11.666
2020-12-19-23,16.8,13.7,82,11.734
2020-12-19-24,16.4,13.4,82,11.523
2020-12-20-01,16.3,13.4,83,11.527
2020-12-20-02,16.1,13.4,84,11.535
2020-12-20-03,16.0,13.3,84,11.464
2020-12-20-04,16.3,13.2,82,11.378
2020-12-20-05,16.4,13.1,81,11.3
2020-12-20-06,16.4,12.9,80,11.153
2020-12-20-07,16.7,13.2,80,11.362
2020-12-20-08,17.2,13.3,78,11.417
2020-12-20-09,18.3,13.5,74,11.523
2020-12-20-10,19.8,13.3,66,11.315
2020-12-20-11,21.1,13.2,61,11.192
2020-12-20-12,22.0,13.8,60,11.603
2020-12-20-13,22.9,14.4,59,12.026
2020-12-20-14,22.5,14.4,60,12.042
2020-12-20-15,21.5,13.9,62,11.698
2020-12-20-16,20.9,14.2,66,11.952
2020-12-20-17,20.2,14.1,68,11.903
2020-12-20-18,19.4,14.1,71,11.936
2020-12-20-19,19.0,14.0,73,11.875
2020-12-20-20,18.5,13.9,75,11.818
2020-12-20-21,18.2,13.9,76,11.831
2020-12-20-22,17.8,13.7,77,11.694
2020-12-20-23,17.9,13.9,77,11.843
2020-12-20-24,17.7,13.6,77,11.622
2020-12-21-01,17.4,13.4,77,11.483
2020-12-21-02,17.4,13.3,77,11.409
2020-12-21-03,17.3,13.3,77,11.413
2020-12-21-04,17.3,13.3,77,11.413
2020-12-21-05,17.2,13.1,77,11.269
2020-12-21-06,17.2,13.4,78,11.491
2020-12-21-07,16.7,14.2,85,12.125
2020-12-21-08,16.9,14.4,85,12.275
2020-12-21-09,16.9,14.7,87,12.515
2020-12-21-10,17.6,15.4,87,13.06
2020-12-21-11,18.1,16.0,88,13.548
2020-12-21-12,17.7,16.0,90,13.567
2020-12-21-13,17.9,16.4,91,13.908
2020-12-21-14,18.4,17.3,93,14.7
2020-12-21-15,18.0,17.0,94,14.443
2020-12-21-16,17.9,16.9,94,14.357
2020-12-21-17,17.8,17.1,96,14.545
2020-12-21-18,17.7,16.9,95,14.367
2020-12-21-19,17.6,17.0,96,14.463
2020-12-21-20,17.4,16.6,95,14.11
2020-12-21-21,17.3,16.5,95,14.025
2020-12-21-22,17.0,16.0,94,13.6
2020-12-21-23,17.0,16.0,94,13.6
2020-12-21-24,16.9,15.2,90,12.925
2020-12-22-01,16.9,15.1,89,12.842
2020-12-22-02,16.8,15.1,90,12.846
2020-12-22-03,16.8,15.0,89,12.764
2020-12-22-04,16.7,14.8,89,12.605
2020-12-22-05,16.6,14.8,89,12.609
2020-12-22-06,16.4,14.5,89,12.376
2020-12-22-07,16.5,14.7,89,12.532
2020-12-22-08,16.9,14.7,87,12.515
2020-12-22-09,17.7,15.2,85,12.889
2020-12-22-10,18.6,14.3,76,12.125
2020-12-22-11,20.7,15.2,71,12.757
2020-12-22-12,22.2,15.4,65,12.857
2020-12-22-13,22.9,15.1,61,12.582
2020-12-22-14,24.1,16.0,61,13.275
2020-12-22-15,22.7,17.0,70,14.214
2020-12-22-16,21.9,16.9,73,14.162
2020-12-22-17,21.1,17.2,78,14.473
2020-12-22-18,20.9,17.1,79,14.391
2020-12-22-19,20.3,16.9,81,14.239
2020-12-22-20,19.9,17.1,84,14.441
2020-12-22-21,19.4,17.2,87,14.557
2020-12-22-22,19.4,17.4,88,14.742
2020-12-22-23,19.4,17.6,89,14.93
2020-12-22-24,19.4,17.7,90,15.024
2020-12-23-01,19.1,18.0,93,15.326
2020-12-23-02,19.0,18.0,94,15.331
2020-12-23-03,18.9,18.1,95,15.433
2020-12-23-04,18.9,18.1,95,15.433
2020-12-23-05,18.8,18.0,95,15.342
2020-12-23-06,18.8,18.0,95,15.342
2020-12-23-07,18.8,18.0,95,15.342
2020-12-23-08,19.3,18.8,97,16.103
2020-12-23-09,20.2,18.2,88,15.462
2020-12-23-10,20.7,17.8,83,15.052
2020-12-23-11,21.4,17.8,80,15.016
2020-12-23-12,22.4,17.3,73,14.501
2020-12-23-13,22.7,16.9,70,14.124
2020-12-23-14,22.5,17.0,71,14.223
2020-12-23-15,22.3,17.3,73,14.506
2020-12-23-16,21.1,17.3,79,14.565
2020-12-23-17,20.1,17.9,87,15.178
2020-12-23-18,19.4,17.5,89,14.836
2020-12-23-19,19.0,17.4,90,14.763
2020-12-23-20,18.6,17.1,91,14.505
2020-12-23-21,18.7,17.2,91,14.592
2020-12-23-22,18.6,17.1,91,14.505
2020-12-23-23,18.7,17.2,91,14.592
2020-12-23-24,18.7,17.1,90,14.5
2020-12-24-01,18.7,17.2,91,14.592
2020-12-24-02,18.9,17.4,91,14.768
2020-12-24-03,18.9,17.4,91,14.768
2020-12-24-04,19.0,17.5,91,14.856
2020-12-24-05,18.8,17.6,93,14.96
2020-12-24-06,18.6,18.1,97,15.449
2020-12-24-07,18.8,18.2,96,15.536
2020-12-24-08,19.2,18.0,93,15.321
2020-12-24-09,21.0,18.3,85,15.517
2020-12-24-10,22.7,18.1,75,15.235
2020-12-24-11,22.3,17.5,74,14.69
2020-12-24-12,24.4,18.6,70,15.631
2020-12-24-13,24.1,17.6,67,14.694
2020-12-24-14,23.8,17.3,67,14.432
2020-12-24-15,23.0,17.2,70,14.38
2020-12-24-16,22.6,16.9,70,14.129
2020-12-24-17,21.8,16.9,74,14.167
2020-12-24-18,20.4,16.4,78,13.789
2020-12-24-19,19.3,15.8,80,13.321
2020-12-24-20,19.2,15.5,79,13.072
2020-12-24-21,18.8,14.9,78,12.595
2020-12-24-22,18.6,14.9,79,12.604
2020-12-24-23,18.1,14.4,79,12.224
2020-12-24-24,17.7,14.4,81,12.241
2020-12-25-01,17.2,14.1,82,12.026
2020-12-25-02,17.2,13.9,81,11.871
2020-12-25-03,17.3,14.0,81,11.944
2020-12-25-04,17.3,14.0,81,11.944
2020-12-25-05,17.0,13.8,81,11.803
2020-12-25-06,17.1,14.2,83,12.109
2020-12-25-07,17.4,14.1,81,12.018
2020-12-25-08,17.7,14.0,79,11.928
2020-12-25-09,18.6,14.3,76,12.125
2020-12-25-10,20.6,14.3,67,12.042
2020-12-25-11,22.2,14.6,62,12.211
2020-12-25-12,22.9,14.7,60,12.261
2020-12-25-13,23.2,15.7,63,13.062
2020-12-25-14,24.0,15.3,58,12.697
2020-12-25-15,23.9,15.2,58,12.62
2020-12-25-16,23.6,15.1,59,12.552
2020-12-25-17,21.6,15.2,67,12.719
2020-12-25-18,20.5,15.3,72,12.848
2020-12-25-19,19.5,14.7,74,12.404
2020-12-25-20,19.2,14.7,75,12.417
2020-12-25-21,18.5,14.4,77,12.208
2020-12-25-22,18.2,14.5,79,12.299
2020-12-25-23,17.7,14.4,81,12.241
2020-12-25-24,17.9,14.4,80,12.233
2020-12-26-01,17.6,14.1,80,12.01
2020-12-26-02,17.2,14.0,81,11.949
2020-12-26-03,17.4,13.9,80,11.863
2020-12-26-04,17.0,14.0,82,11.957
2020-12-26-05,16.9,14.1,84,12.039
2020-12-26-06,16.7,13.9,84,11.892
2020-12-26-07,16.7,14.0,84,11.969
2020-12-26-08,18.2,13.7,75,11.678
2020-12-26-09,19.6,13.5,68,11.472
2020-12-26-10,22.3,14.7,62,12.286
2020-12-26-11,23.6,14.9,58,12.391
2020-12-26-12,24.6,12.3,46,10.427
2020-12-26-13,25.3,12.3,44,10.403
2020-12-26-14,25.5,12.3,44,10.396
2020-12-26-15,24.5,11.8,45,10.093
2020-12-26-16,23.9,11.3,45,9.784
2020-12-26-17,23.4,12.1,49,10.332
2020-12-26-18,22.7,12.6,53,10.703
2020-12-26-19,21.7,13.7,60,11.539
2020-12-26-20,20.4,15.8,75,13.271
2020-12-26-21,19.3,17.3,88,14.654
2020-12-26-22,18.9,17.5,92,14.861
2020-12-26-23,18.7,17.4,92,14.778
2020-12-26-24,18.2,16.9,92,14.342
2020-12-27-01,18.4,17.4,94,14.793
2020-12-27-02,18.3,17.2,93,14.612
2020-12-27-03,18.5,17.4,93,14.788
2020-12-27-04,18.4,17.1,92,14.515
2020-12-27-05,18.2,16.9,92,14.342
2020-12-27-06,18.2,17.1,93,14.525
2020-12-27-07,18.3,16.9,92,14.337
2020-12-27-08,19.4,17.2,87,14.557
2020-12-27-09,21.6,16.6,73,13.909
2020-12-27-10,22.5,16.6,69,13.867
2020-12-27-11,24.8,16.6,60,13.76
2020-12-27-12,25.6,13.9,48,11.537
2020-12-27-13,26.3,12.4,42,10.436
2020-12-27-14,26.4,12.5,42,10.502
2020-12-27-15,24.2,14.5,55,12.051
2020-12-27-16,23.8,15.6,60,12.952
2020-12-27-17,23.7,15.2,59,12.629
2020-12-27-18,22.1,16.8,72,14.063
2020-12-27-19,21.0,17.6,81,14.848
2020-12-27-20,21.1,17.1,78,14.382
2020-12-27-21,20.1,17.0,82,14.34
2020-12-27-22,20.6,16.8,79,14.135
2020-12-27-23,20.2,16.9,81,14.244
2020-12-27-24,20.2,17.2,83,14.517
2020-12-28-01,20.0,17.7,87,14.993
2020-12-28-02,19.8,18.1,90,15.386
2020-12-28-03,19.7,17.8,89,15.104
2020-12-28-04,19.4,16.4,83,13.836
2020-12-28-05,19.2,16.8,86,14.202
2020-12-28-06,18.9,16.5,86,13.949
2020-12-28-07,19.0,16.2,84,13.68
2020-12-28-08,20.0,15.5,75,13.037
2020-12-28-09,21.1,15.7,71,13.155
2020-12-28-10,22.7,15.5,64,12.918
2020-12-28-11,24.8,15.6,57,12.909
2020-12-28-12,25.9,15.3,52,12.616
2020-12-28-13,26.2,17.5,59,14.499
2020-12-28-14,26.7,17.7,58,14.658
2020-12-28-15,25.7,17.3,60,14.341
2020-12-28-16,24.8,17.5,64,14.567
2020-12-28-17,23.3,17.7,71,14.826
2020-12-28-18,21.4,18.0,81,15.207
2020-12-28-19,21.0,17.3,79,14.57
2020-12-28-20,20.6,16.9,79,14.225
2020-12-28-21,20.6,17.1,80,14.406
2020-12-28-22,20.3,17.0,81,14.33
2020-12-28-23,19.8,16.8,83,14.173
2020-12-28-24,19.9,17.3,85,14.624
2020-12-29-01,19.4,17.2,87,14.557
2020-12-29-02,19.3,17.4,89,14.747
2020-12-29-03,19.0,17.3,90,14.67
2020-12-29-04,19.1,17.6,91,14.945
2020-12-29-05,19.3,17.8,91,15.124
2020-12-29-06,19.4,17.8,90,15.119
2020-12-29-07,19.5,18.0,91,15.305
2020-12-29-08,19.8,18.0,89,15.29
2020-12-29-09,20.8,17.8,83,15.047
2020-12-29-10,21.9,17.9,78,15.086
2020-12-29-11,25.1,18.1,65,15.113
2020-12-29-12,25.8,18.7,65,15.655
2020-12-29-13,25.1,18.5,67,15.497
2020-12-29-14,25.3,18.5,66,15.486
2020-12-29-15,25.1,18.3,66,15.303
2020-12-29-16,25.0,18.9,69,15.894
2020-12-29-17,23.2,18.7,76,15.792
2020-12-29-18,22.4,18.9,81,16.034
2020-12-29-19,21.9,18.5,81,15.665
2020-12-29-20,21.4,18.4,83,15.593
2020-12-29-21,21.2,18.6,85,15.8
2020-12-29-22,20.6,18.5,88,15.734
2020-12-29-23,20.2,18.9,92,16.154
2020-12-29-24,20.0,18.3,90,15.57
2020-12-30-01,19.8,18.1,90,15.386
2020-12-30-02,19.6,17.3,87,14.639
2020-12-30-03,19.2,17.5,90,14.846
2020-12-30-04,19.7,17.8,89,15.104
2020-12-30-05,18.8,16.6,87,14.042
2020-12-30-06,17.3,14.4,83,12.258
2020-12-30-07,16.1,12.6,80,10.947
2020-12-30-08,15.1,11.1,77,9.95
2020-12-30-09,15.2,10.4,73,9.493
2020-12-30-10,15.4,9.0,66,8.636
2020-12-30-11,16.7,8.2,57,8.143
2020-12-30-12,17.1,7.5,53,7.753
2020-12-30-13,18.1,7.5,50,7.727
2020-12-30-14,18.4,7.3,48,7.614
2020-12-30-15,17.2,7.8,54,7.911
2020-12-30-16,15.8,7.6,58,7.842
2020-12-30-17,14.6,7.3,62,7.714
2020-12-30-18,13.5,6.4,62,7.28
2020-12-30-19,13.0,5.2,59,6.71
2020-12-30-20,12.6,3.8,55,6.092
2020-12-30-21,12.5,3.2,53,5.841
2020-12-30-22,12.7,2.0,48,5.36
2020-12-30-23,12.6,1.6,47,5.21
2020-12-30-24,12.0,2.2,51,5.45
2020-12-31-01,11.8,2.3,52,5.493
2020-12-31-02,11.5,2.0,52,5.382
2020-12-31-03,11.3,2.3,54,5.503
2020-12-31-04,11.2,2.3,54,5.505
2020-12-31-05,10.9,2.0,54,5.394
2020-12-31-06,10.6,1.7,54,5.285
2020-12-31-07,10.3,1.4,54,5.178
2020-12-31-08,10.5,1.9,55,5.363
2020-12-31-09,11.0,2.3,55,5.509
2020-12-31-10,11.2,2.8,56,5.704
2020-12-31-11,11.7,3.0,55,5.775
2020-12-31-12,12.8,2.6,50,5.592
2020-12-31-13,12.0,2.8,53,5.688
2020-12-31-14,12.0,3.0,54,5.769
2020-12-31-15,12.2,3.7,56,6.058
2020-12-31-16,12.0,4.0,58,6.192
2020-12-31-17,12.2,4.4,59,6.363
2020-12-31-18,12.1,4.3,59,6.321
2020-12-31-19,11.9,4.9,62,6.597
2020-12-31-20,11.7,4.9,63,6.602
2020-12-31-21,11.6,4.8,63,6.558
2020-12-31-22,11.3,2.6,55,5.622
2020-12-31-23,11.2,3.0,57,5.786
2020-12-31-24,10.9,3.4,60,5.958
2021-01-01-01,10.9,5.0,67,6.666
2021-01-01-02,10.9,5.0,67,6.666
2021-01-01-03,10.7,5.0,68,6.671
2021-01-01-04,10.7,5.3,69,6.812
2021-01-01-05,10.7,5.3,69,6.812
2021-01-01-06,10.7,5.5,70,6.907
2021-01-01-07,10.5,5.7,72,7.009
2021-01-01-08,11.1,5.6,69,6.946
2021-01-01-09,13.0,6.4,64,7.292
2021-01-01-10,15.0,7.1,59,7.599
2021-01-01-11,16.2,7.2,55,7.619
2021-01-01-12,17.9,7.4,50,7.679
2021-01-01-13,18.8,6.6,45,7.247
2021-01-01-14,19.2,6.7,44,7.287
2021-01-01-15,18.5,7.9,50,7.93
2021-01-01-16,18.1,7.8,51,7.887
2021-01-01-17,17.2,8.1,55,8.074
2021-01-01-18,15.8,9.0,64,8.624
2021-01-01-19,14.9,9.1,68,8.709
2021-01-01-20,14.3,9.3,72,8.846
2021-01-01-21,13.9,9.4,74,8.918
2021-01-01-22,13.5,9.2,75,8.811
2021-01-01-23,13.2,8.9,75,8.643
2021-01-01-24,13.1,8.4,73,8.359
2021-01-02-01,12.6,8.3,75,8.317
2021-01-02-02,12.4,8.5,77,8.436
2021-01-02-03,11.8,8.1,78,8.227
2021-01-02-04,11.6,8.3,80,8.346
2021-01-02-05,11.2,8.2,82,8.301
2021-01-02-06,11.2,8.4,83,8.414
2021-01-02-07,11.1,8.5,84,8.475
2021-01-02-08,12.4,9.1,80,8.785
2021-01-02-09,13.7,8.8,72,8.57
2021-01-02-10,15.7,9.8,68,9.104
2021-01-02-11,17.7,10.1,61,9.225
2021-01-02-12,19.2,10.0,55,9.116
2021-01-02-13,19.8,9.1,50,8.564
2021-01-02-14,20.1,10.3,53,9.273
2021-01-02-15,20.2,10.3,53,9.269
2021-01-02-16,19.6,10.6,56,9.476
2021-01-02-17,18.2,11.3,64,9.975
2021-01-02-18,16.9,11.6,71,10.221
2021-01-02-19,16.3,11.9,75,10.447
2021-01-02-20,16.1,11.9,76,10.454
2021-01-02-21,15.7,11.9,78,10.469
2021-01-02-22,15.1,11.9,81,10.491
2021-01-02-23,14.7,11.9,83,10.505
2021-01-02-24,14.4,11.9,85,10.516
2021-01-03-01,14.3,12.0,86,10.589
2021-01-03-02,14.2,11.7,85,10.385
2021-01-03-03,13.8,11.3,85,10.128
2021-01-03-04,13.8,11.0,83,9.929
2021-01-03-05,13.4,10.9,85,9.877
2021-01-03-06,13.5,10.7,83,9.743
2021-01-03-07,13.6,10.8,83,9.804
2021-01-03-08,14.1,10.9,81,9.853
2021-01-03-09,15.9,11.1,73,9.922
2021-01-03-10,17.8,10.9,64,9.727
2021-01-03-11,19.9,10.9,56,9.658
2021-01-03-12,21.9,10.4,48,9.278
2021-01-03-13,22.8,10.3,45,9.188
2021-01-03-14,23.1,11.2,47,9.745
2021-01-03-15,22.5,11.9,51,10.228
2021-01-03-16,21.7,13.9,61,11.69
2021-01-03-17,20.0,13.7,67,11.606
2021-01-03-18,18.8,14.1,74,11.96
2021-01-03-19,18.0,14.5,80,12.308
2021-01-03-20,17.4,14.5,83,12.333
2021-01-03-21,16.9,14.6,86,12.435
2021-01-03-22,16.7,14.9,89,12.686
2021-01-03-23,16.6,15.0,90,12.773
2021-01-03-24,17.0,15.2,89,12.92
2021-01-04-01,17.1,14.9,87,12.669
2021-01-04-02,17.0,15.0,88,12.755
2021-01-04-03,16.8,14.8,88,12.6
2021-01-04-04,16.4,14.6,89,12.456
2021-01-04-05,16.0,14.4,90,12.313
2021-01-04-06,15.7,14.1,90,12.089
2021-01-04-07,15.7,14.1,90,12.089
2021-01-04-08,16.2,14.4,89,12.305
2021-01-04-09,17.3,14.6,84,12.417
2021-01-04-10,19.2,14.3,73,12.1
2021-01-04-11,21.1,14.8,67,12.416
2021-01-04-12,22.4,14.3,60,11.969
2021-01-04-13,23.4,14.4,57,12.006
2021-01-04-14,22.6,15.7,65,13.089
2021-01-04-15,21.6,15.7,69,13.133
2021-01-04-16,21.0,15.6,71,13.076
2021-01-04-17,20.3,15.3,73,12.857
2021-01-04-18,18.5,15.2,81,12.854
2021-01-04-19,17.7,15.3,86,12.972
2021-01-04-20,17.7,15.5,87,13.14
2021-01-04-21,17.6,15.8,89,13.399
2021-01-04-22,17.5,15.7,89,13.318
2021-01-04-23,17.7,15.9,89,13.48
2021-01-04-24,17.7,15.9,89,13.48
2021-01-05-01,17.5,15.8,90,13.404
2021-01-05-02,17.5,15.8,90,13.404
2021-01-05-03,17.7,15.9,89,13.48
2021-01-05-04,17.7,15.9,89,13.48
2021-01-05-05,17.4,15.6,89,13.238
2021-01-05-06,17.3,15.5,89,13.158
2021-01-05-07,17.4,15.4,88,13.069
2021-01-05-08,17.6,15.1,85,12.811
2021-01-05-09,18.2,15.1,82,12.784
2021-01-05-10,20.0,15.2,74,12.788
2021-01-05-11,21.5,14.9,66,12.48
2021-01-05-12,21.7,15.6,68,13.045
2021-01-05-13,21.6,14.8,65,12.395
2021-01-05-14,21.0,14.4,66,12.104
2021-01-05-15,21.6,15.0,66,12.556
2021-01-05-16,20.2,14.6,70,12.295
2021-01-05-17,19.4,14.2,72,12.013
2021-01-05-18,18.3,14.0,76,11.903
2021-01-05-19,17.7,13.8,78,11.774
2021-01-05-20,17.3,13.0,76,11.191
2021-01-05-21,16.8,13.7,82,11.734
2021-01-05-22,16.5,13.6,83,11.67
2021-01-05-23,16.2,13.3,83,11.456
2021-01-05-24,15.9,13.0,83,11.245
2021-01-06-01,16.1,12.8,81,11.092
2021-01-06-02,16.0,12.4,79,10.808
2021-01-06-03,15.7,12.3,80,10.748
2021-01-06-04,15.8,12.7,82,11.031
2021-01-06-05,15.7,12.5,81,10.891
2021-01-06-06,15.9,12.5,80,10.883
2021-01-06-07,15.8,12.4,80,10.815
2021-01-06-08,16.4,12.6,78,10.936
2021-01-06-09,17.2,12.9,76,11.122
2021-01-06-10,18.0,13.1,73,11.238
2021-01-06-11,19.6,13.3,67,11.323
2021-01-06-12,20.3,13.8,66,11.67
2021-01-06-13,20.3,13.8,66,11.67
2021-01-06-14,20.2,13.7,66,11.598
2021-01-06-15,20.4,13.9,66,11.742
2021-01-06-16,19.5,14.1,71,11.932
2021-01-06-17,19.2,14.3,73,12.1
2021-01-06-18,18.7,14.2,75,12.042
2021-01-06-19,18.2,14.5,79,12.299
2021-01-06-20,17.8,14.1,79,12.002
2021-01-06-21,17.6,14.1,80,12.01
2021-01-06-22,17.1,13.8,81,11.798
2021-01-06-23,16.6,13.7,83,11.742
2021-01-06-24,16.6,13.5,82,11.59
2021-01-07-01,15.7,13.5,87,11.627
2021-01-07-02,15.4,13.9,91,11.945
2021-01-07-03,15.2,14.1,93,12.11
2021-01-07-04,14.9,13.8,93,11.889
2021-01-07-05,14.8,13.7,93,11.816
2021-01-07-06,14.5,13.4,93,11.599
2021-01-07-07,14.4,13.3,93,11.528
2021-01-07-08,14.5,13.1,91,11.374
2021-01-07-09,14.8,13.0,89,11.288
2021-01-07-10,15.2,13.1,87,11.347
2021-01-07-11,15.2,12.7,85,11.053
2021-01-07-12,15.6,12.5,82,10.894
2021-01-07-13,16.0,12.0,77,10.527
2021-01-07-14,16.8,11.7,72,10.292
2021-01-07-15,17.7,12.0,69,10.466
2021-01-07-16,17.6,11.4,67,10.062
2021-01-07-17,17.0,10.6,66,9.561
2021-01-07-18,15.1,9.5,69,8.941
2021-01-07-19,14.3,9.3,72,8.846
2021-01-07-20,13.7,9.2,74,8.805
2021-01-07-21,13.5,8.8,73,8.576
2021-01-07-22,12.8,8.3,74,8.311
2021-01-07-23,12.4,8.1,75,8.21
2021-01-07-24,12.3,8.0,75,8.157
2021-01-08-01,11.8,7.7,76,8.006
2021-01-08-02,11.5,7.2,75,7.745
2021-01-08-03,11.3,6.2,71,7.235
2021-01-08-04,11.1,6.1,71,7.191
2021-01-08-05,10.4,5.8,73,7.06
2021-01-08-06,9.8,5.2,73,6.786
2021-01-08-07,9.4,4.8,73,6.609
2021-01-08-08,9.5,4.9,73,6.653
2021-01-08-09,9.9,5.1,72,6.737
2021-01-08-10,10.3,5.1,70,6.727
2021-01-08-11,10.6,5.0,68,6.674
2021-01-08-12,10.9,5.0,67,6.666
2021-01-08-13,11.1,4.8,65,6.569
2021-01-08-14,11.3,4.3,62,6.339
2021-01-08-15,11.3,4.5,63,6.428
2021-01-08-16,11.1,4.8,65,6.569
